Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Personal Loan,Credit-Builder Loan,Debt Consolidation Loan,Mortgage Loan,Student Loan,Payday Loan,Auto Loan,Home Equity Loan
August,34.0,Writer,37029.04,3308.7533333333336,6.0,7.0,26.0,5.0,37.0,26.0,13.22,10.0,0.0,2221.05,23.098771761345013,144.0,Yes,117.13925031635486,136.95774212880968,High_spent_Medium_value_payments,326.7783408881688,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
August,31.0,Scientist,19431.83,1797.319166666667,3.0,6.0,8.0,4.0,22.0,9.0,11.63,3.0,1.0,865.23,30.08891781632781,360.0,Yes,49.3823642037279,37.08771156687037,High_spent_Small_value_payments,353.26184089606835,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
February,48.0,Musician,20662.84,1663.9033333333334,3.0,3.0,5.0,4.0,16.0,16.0,7.23,4.0,1.0,699.36,35.38585995464491,216.0,No,39.90889439441064,133.72800399760985,High_spent_Medium_value_payments,357.04121792329767,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
May,27.0,Scientist,124885.11000000002,10127.0925,3.0,6.0,1.0,1.0,9.0,12.0,10.41,0.0,2.0,935.74,35.34576302020586,367.0,No,73.82316214852673,323.76611707460614,High_spent_Small_value_payments,334.044059374466,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
January,33.0,Manager,17685.73,1552.8108333333332,2.0,1.0,5.0,4.0,2.0,12.0,2.53,3.0,2.0,838.13,32.81012276379439,200.0,No,38.53351101415253,51.01301101830618,Low_spent_Large_value_payments,335.73456130087465,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
April,55.0,Engineer,27175.69,2236.640833333333,8.0,3.0,17.0,1.0,12.0,10.0,4.47,7.0,1.0,1010.89,35.50831534067692,332.0,Yes,14.74214813555404,65.29007070885986,High_spent_Small_value_payments,403.63186448891935,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
May,29.0,Scientist,60122.68,5004.223333333333,2.0,5.0,8.0,0.0,4.0,13.0,5.73,4.0,2.0,1200.67,29.21671884920113,189.0,No,0.0,68.41328570376723,High_spent_Large_value_payments,672.0090476295661,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
July,36.0,Writer,88147.53,7477.6275,2.0,3.0,8.0,3.0,14.0,3.0,11.78,3.0,2.0,1416.48,39.19310673906411,350.0,No,167.86805091991428,133.72800399760985,Low_spent_Large_value_payments,208.92896921106262,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
March,29.0,Journalist,43200.9,3807.075,8.0,9.0,16.0,4.0,33.0,12.0,6.88,7.0,0.0,1404.99,33.21826688709802,137.0,Yes,117.8338399423386,139.389460101988,Low_spent_Medium_value_payments,403.4841999556734,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
February,49.0,Scientist,85770.33,7275.5275,5.0,5.0,5.0,3.0,16.0,10.0,6.88,3.0,2.0,1280.08,38.66979210849915,213.0,No,144.42930207423103,122.616269929028,High_spent_Large_value_payments,700.507177996741,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
February,19.0,Entrepreneur,20785.005,1837.08375,4.0,5.0,4.0,3.0,1.0,12.0,0.96,4.0,2.0,125.84,35.35075313710182,212.0,No,0.0,33.03799947821541,High_spent_Large_value_payments,390.6703755217846,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
January,40.0,Architect,147583.4,12224.616666666669,6.0,7.0,9.0,0.0,10.0,14.0,12.22,7.0,1.0,194.4,31.598566808617647,290.0,Yes,0.0,133.72800399760985,Low_spent_Small_value_payments,564.2644257931205,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
April,50.0,Lawyer,131080.8,11015.4,5.0,7.0,10.0,2.0,8.0,17.0,6.28,4.0,1.0,161.29,29.686239372516127,275.0,No,136.0498221961801,271.7530945385896,High_spent_Small_value_payments,334.044059374466,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
February,42.0,Journalist,32424.62,2867.0516666666667,4.0,7.0,4.0,0.0,4.0,6.0,5.25,0.0,2.0,442.63,31.26673290579425,274.0,No,0.0,95.46943491511641,High_spent_Medium_value_payments,441.2357317515503,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
June,32.0,Developer,28452.8,2267.0666666666666,10.0,8.0,21.0,5.0,18.0,21.0,5.18,14.0,0.0,1909.79,31.00280194470292,220.0,Yes,106.58414239646105,176.48891148220508,Low_spent_Small_value_payments,233.63361278800053,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
February,31.0,Teacher,68538.88,5562.573333333334,3.0,3.0,12.0,0.0,18.0,15.0,7.32,3.0,1.0,152.38,32.37965510055911,332.0,No,0.0,125.358887374826,Low_spent_Small_value_payments,670.8984459585074,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
March,38.0,Musician,7343.865,692.98875,3.0,5.0,11.0,3.0,25.0,11.0,11.66,7.0,1.0,116.26,27.862950566610717,229.0,Yes,10.433871985960543,48.95254928031546,Low_spent_Small_value_payments,299.91245373372396,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
May,25.0,Writer,45230.85000000001,3471.237500000001,7.0,7.0,26.0,6.0,16.0,16.0,10.23,10.0,1.0,1712.99,27.46195906589906,99.0,Yes,212.673007399911,446.6389798398813,Low_spent_Small_value_payments,334.044059374466,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
January,37.0,Musician,48996.08,1837.08375,5.0,7.0,12.0,4.0,27.0,16.0,13.31,1.0,1.0,285.29,28.94447881516983,212.0,Yes,135.68369198413714,149.23337680344386,High_spent_Medium_value_payments,344.9835978790857,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
January,14.0,Media_Manager,15303.58,1179.2983333333334,8.0,6.0,23.0,7.0,43.0,15.0,3.86,7.0,1.0,1602.27,40.30159364394989,213.0,Yes,68.24132048087836,75.66694277133331,Low_spent_Small_value_payments,264.02157008112164,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
August,28.0,Lawyer,28910.45,2414.204166666667,7.0,4.0,13.0,4.0,15.0,10.0,9.39,6.0,1.0,292.98,30.91033241219082,189.0,Yes,95.02278218449598,171.34776279079418,Low_spent_Large_value_payments,245.04987169137652,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
March,45.0,Musician,37756.85,3097.31625,2.0,2.0,7.0,2.0,19.0,2.0,6.62,1.0,2.0,1224.88,46.33223383484,301.0,No,175.60376379816884,133.72800399760985,High_spent_Large_value_payments,334.044059374466,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
March,21.0,Lawyer,7680.08,544.0066666666668,6.0,6.0,30.0,5.0,18.0,24.0,5.89,15.0,0.0,2181.01,28.071135068524192,232.0,Yes,19.06032271860156,50.33182462048497,Low_spent_Large_value_payments,255.0085193275801,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
March,35.0,Mechanic,20849.21,1503.434166666667,8.0,5.0,33.0,6.0,50.0,19.0,6.56,10.0,0.0,1694.32,26.66619392423729,137.0,Yes,53.20901514813119,128.5228640525435,Low_spent_Small_value_payments,258.611537465992,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
May,33.0,Architect,19801.67,1852.1391666666664,6.0,7.0,31.0,7.0,34.0,20.0,8.73,8.0,0.0,1515.99,33.42913796767785,171.0,Yes,115.3680516169172,235.86317739668246,Low_spent_Small_value_payments,123.98268765306702,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
May,51.0,Entrepreneur,27577.45,1852.1391666666664,7.0,4.0,12.0,3.0,5.0,20.0,11.28,7.0,1.0,1465.9,33.68392268817917,230.0,No,40.68645861279676,25.755066277729426,High_spent_Medium_value_payments,405.77055844280716,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
April,21.0,Manager,58452.18,4676.015,3.0,5.0,2.0,0.0,2.0,3.0,4.83,2.0,1.0,1437.16,37.90620395099397,211.0,No,0.0,124.53815389270365,High_spent_Small_value_payments,603.0633461072964,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
August,15.0,Journalist,15444.74,1255.0616666666667,7.0,7.0,27.0,5.0,11.0,3.0,10.93,4.0,1.0,2324.66,32.83830928494563,84.0,Yes,46.55013310746242,70.78522367632601,Low_spent_Large_value_payments,278.17080988287825,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
August,43.0,Entrepreneur,30547.98,2353.665,7.0,3.0,5.0,3.0,7.0,19.0,2.54,4.0,1.0,687.69,34.098404564279896,290.0,Yes,55.52452793259675,64.35081778811957,Low_spent_Medium_value_payments,395.49115427928365,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
May,43.0,Mechanic,99100.29,8025.3575,3.0,3.0,8.0,1.0,29.0,12.0,8.19,5.0,1.0,696.74,36.85395907104076,392.0,Yes,50.081045013171774,103.22782913111706,High_spent_Large_value_payments,334.044059374466,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
August,27.0,Engineer,10265.69,1112.4741666666666,9.0,7.0,24.0,9.0,18.0,23.0,0.68,12.0,0.0,1464.67,30.018850998751898,392.0,Yes,48.411638735677975,52.96553301368034,Low_spent_Small_value_payments,299.8702449173084,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
February,33.0,Lawyer,133646.04,11429.17,4.0,5.0,11.0,2.0,7.0,23.0,2.43,0.0,2.0,1290.92,38.736554398976885,395.0,No,114.24824264081518,93.13423990047951,High_spent_Large_value_payments,334.044059374466,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
May,39.0,Writer,61348.98,5038.415,5.0,7.0,9.0,4.0,24.0,11.0,0.1900000000000004,5.0,2.0,1240.49,35.41557899405089,330.0,No,168.595419025631,113.32221367892828,High_spent_Large_value_payments,461.9238672954407,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
January,33.0,Scientist,34671.15,2637.2625000000007,4.0,3.0,16.0,2.0,29.0,20.0,11.27,2.0,1.0,1071.97,35.342072639966595,255.0,Yes,52.337589402487495,51.542599822460296,Low_spent_Small_value_payments,399.84606077505225,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
June,26.0,Entrepreneur,71479.6,6184.633333333334,1.0,3.0,14.0,4.0,10.0,14.0,10.3,6.0,2.0,519.66,31.538626746996137,344.0,No,184.0252903291865,98.22395585042617,High_spent_Large_value_payments,576.2140871537208,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
May,25.0,Mechanic,24098.63,2297.2191666666668,5.0,3.0,16.0,4.0,29.0,8.0,10.87,0.0,1.0,560.58,25.953042346524896,265.0,No,75.4390305632556,65.64893205939869,Low_spent_Medium_value_payments,368.6339540440124,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
May,33.0,Media_Manager,39979.96,3374.663333333333,6.0,5.0,13.0,2.0,19.0,17.0,2.5,3.0,1.0,768.55,37.20102812838716,267.0,No,63.47612872564126,81.30444557331153,High_spent_Large_value_payments,432.68575903438057,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
July,54.0,Accountant,63402.48,5574.54,5.0,7.0,2.0,2.0,16.0,6.0,1.86,0.0,2.0,707.85,38.13624737880887,196.0,No,55.21913468849078,235.90712844030955,High_spent_Medium_value_payments,516.3277368711997,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
August,23.0,Scientist,67082.16,5622.18,8.0,8.0,18.0,6.0,33.0,18.0,4.96,11.0,0.0,1734.87,29.715297125754446,92.0,Yes,252.29165813289544,80.6569819168482,High_spent_Medium_value_payments,479.2693599502565,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
June,27.0,Engineer,17169.465,1176.78875,7.0,6.0,6.0,1.0,29.0,10.0,15.28,1.0,1.0,1327.33,30.893427907029057,360.0,Yes,13.514624749024527,67.63298234013423,Low_spent_Small_value_payments,326.53126791084117,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
February,33.0,Entrepreneur,39799.4,3049.616666666667,5.0,7.0,12.0,3.0,6.0,4.0,1.06,1.0,2.0,1132.54,30.79298102136059,195.0,No,54.94249370279955,353.36172841404334,Low_spent_Small_value_payments,186.65744454982385,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
June,50.0,Architect,14540.485,1279.7070833333337,2.0,4.0,3.0,2.0,12.0,8.0,9.9,1.0,2.0,1408.37,27.291945257843253,304.0,No,18.267032211135582,144.17646369160926,Low_spent_Small_value_payments,255.52721243058846,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
February,27.0,Mechanic,58508.76,4722.730000000001,6.0,5.0,17.0,4.0,25.0,15.0,18.72,6.0,1.0,1048.25,36.75503968447336,173.0,Yes,164.1990219368715,394.6851187562095,Low_spent_Small_value_payments,203.3888593069192,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
February,25.0,Teacher,31380.64,2356.0533333333333,2.0,1.0,4.0,3.0,7.0,-1.0,3.18,3.0,2.0,1027.38,25.22956644393709,300.0,No,74.05278677083537,41.920516182334474,High_spent_Medium_value_payments,369.6320303801635,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
March,47.0,Architect,46449.98,4081.831666666667,3.0,5.0,18.0,3.0,25.0,18.0,3.5,4.0,1.0,1164.35,38.27692677238599,394.0,No,95.96768768235808,154.46216356588243,Low_spent_Large_value_payments,427.7533154184262,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
July,38.0,Journalist,28286.24,2273.186666666667,4.0,7.0,7.0,1.0,18.0,13.0,11.99,4.0,1.0,1406.94,39.51547395731628,356.0,No,17.43167231435214,71.372888604502,Low_spent_Small_value_payments,388.51410574781255,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
June,32.0,Architect,118172.63999999998,9932.72,0.0,2.0,3.0,4.0,5.0,8.0,5.71,1.0,2.0,701.27,27.466858066148504,200.0,No,69.46323081444827,194.38376062460608,Low_spent_Small_value_payments,672.0199423262105,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
March,15.0,Scientist,17590.83,1531.9025,10.0,10.0,34.0,7.0,49.0,28.0,1.66,10.0,1.0,2449.22,35.87824800794184,211.0,Yes,83.89104684027804,59.32529486165619,Low_spent_Small_value_payments,299.9739082980658,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
May,25.0,Lawyer,14646.28,1186.5233333333333,6.0,3.0,17.0,6.0,21.0,17.0,2.9600000000000013,9.0,1.0,522.36,35.63121924589359,200.0,Yes,45.64989384781744,77.84823239781551,Low_spent_Medium_value_payments,275.1542070877004,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
August,45.0,Media_Manager,16680.35,1202.7975,1.0,1.0,5.0,4.0,1.0,0.0,5.69,8.0,2.0,897.16,41.21236675865955,200.0,No,41.11356058992596,70.8055497847255,Low_spent_Large_value_payments,310.8838062920152,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
March,32.0,Writer,16017.57,1202.7975,1.0,7.0,3.0,1.0,9.0,11.0,1.59,3.0,2.0,789.47,32.12080214834411,316.0,No,69.46323081444827,98.948402256763,Low_spent_Medium_value_payments,293.90312586314616,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
June,21.0,Journalist,16212.015,1226.00125,6.0,5.0,15.0,0.0,11.0,13.0,3.31,3.0,1.0,1400.27,33.48584728193561,316.0,No,0.0,62.47806251937437,Low_spent_Medium_value_payments,340.12206248062563,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
February,29.0,Architect,64840.32,5188.36,6.0,7.0,18.0,6.0,29.0,8.0,13.14,7.0,1.0,2469.99,27.071186844221486,107.0,Yes,190.8036633843741,181.71730227126827,High_spent_Medium_value_payments,396.3150343443576,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
July,36.0,Mechanic,86032.17,7189.3475,3.0,6.0,7.0,3.0,6.0,0.0,3.07,1.0,2.0,1177.47,35.25701368632197,376.0,No,135.6166404882827,133.72800399760985,Low_spent_Small_value_payments,22.669313095608462,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
July,41.0,Lawyer,9299.105,1068.9254166666665,6.0,7.0,34.0,7.0,51.0,13.0,19.15,11.0,1.0,1531.05,27.925031168218283,117.0,Yes,41.63114673034725,86.8490261284428,Low_spent_Small_value_payments,268.4123688078766,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
June,15.0,Entrepreneur,62679.87,5375.3225,8.0,8.0,17.0,2.0,35.0,17.0,3.1,6.0,0.0,2172.76,33.77347582687435,190.0,Yes,100.10260089398822,222.73005268929856,Low_spent_Large_value_payments,484.6995964167134,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
February,32.0,Lawyer,18849.55,1795.7958333333331,7.0,10.0,32.0,5.0,49.0,13.0,3.2300000000000004,9.0,0.0,2687.09,37.85601214496954,186.0,Yes,64.24406439111429,73.42383621393499,High_spent_Small_value_payments,301.91168272828406,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
July,44.0,Doctor,30231.09,2610.2575,6.0,6.0,3.0,3.0,5.0,1.0,4.09,2.0,2.0,1263.11,36.486018233613954,403.0,No,55.94390700008432,29.794079880620078,High_spent_Medium_value_payments,425.2877631192957,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
April,37.0,Lawyer,84609.78,7225.815,5.0,4.0,1.0,3.0,28.0,9.0,3.82,0.0,2.0,254.3,28.761045902151945,272.0,No,151.46382778796846,133.72800399760985,Low_spent_Small_value_payments,31.338195562692928,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
April,25.0,Teacher,142152.48,7225.815,6.0,7.0,19.0,0.0,13.0,10.0,11.91,1.0,1.0,185.7,27.998660795818104,191.0,Yes,0.0,133.72800399760985,Low_spent_Large_value_payments,386.20193842825097,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
April,32.0,Lawyer,34612.26,2745.355,3.0,5.0,6.0,2.0,6.0,7.0,9.48,1.0,1.0,122.92,37.477414732139074,191.0,No,40.56403429708104,36.718063868857094,High_spent_Large_value_payments,437.2534018340619,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
January,41.0,Media_Manager,49732.41,4274.3675,5.0,7.0,18.0,6.0,3.0,10.0,19.71,5.0,1.0,136.95,30.52176660115753,63.0,Yes,212.3839108962016,157.81628637759437,Low_spent_Small_value_payments,327.2365527262041,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
June,19.0,Musician,67730.0,5697.166666666668,3.0,4.0,8.0,0.0,13.0,3.0,1.63,3.0,1.0,626.34,32.427138066109364,333.0,No,0.0,216.9040588399893,High_spent_Medium_value_payments,602.8126078266774,2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
August,46.0,Teacher,30592.38,2583.365,6.0,7.0,8.0,0.0,15.0,14.0,0.58,2.0,1.0,1288.12,26.913670329311127,234.0,No,69.46323081444827,49.052421221769,Low_spent_Small_value_payments,358.51706352603486,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
July,50.0,Scientist,32637.88,2514.8233333333333,5.0,5.0,10.0,3.0,24.0,7.0,7.460000000000001,3.0,1.0,1061.77,39.80427349616543,213.0,Yes,69.57405666463872,136.7353732839668,High_spent_Small_value_payments,305.1729033847278,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
March,22.0,Scientist,66387.42,5545.285,4.0,5.0,12.0,6.0,27.0,19.0,10.46,11.0,1.0,1175.18,28.87587509428184,204.0,Yes,194.79622886281783,547.3101224617292,Low_spent_Medium_value_payments,92.42214867545307,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
March,26.0,Lawyer,41848.26,3578.355,8.0,7.0,11.0,1.0,11.0,19.0,5.61,2.0,1.0,616.98,29.962528672458127,390.0,No,31.72574557145813,102.8938491099818,Low_spent_Small_value_payments,483.2159053185601,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
August,42.0,Doctor,30416.28,2346.69,5.0,4.0,4.0,0.0,15.0,3.0,1.33,3.0,2.0,1021.07,24.542673456651343,227.0,No,0.0,86.29203840355959,High_spent_Medium_value_payments,398.37696159644037,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
February,38.0,Writer,57264.0,4933.0,7.0,6.0,30.0,8.0,43.0,17.0,2.5,12.0,0.0,1178.69,26.98249994666733,125.0,No,283.62232065995465,100.9005862606533,High_spent_Large_value_payments,348.7770930793921,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
January,33.0,Developer,117827.22,9684.935,1.0,1.0,14.0,2.0,14.0,8.0,10.37,2.0,2.0,1470.72,38.39432584612271,229.0,No,120.2385042687148,326.22020385244167,High_spent_Small_value_payments,334.044059374466,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
July,21.0,Doctor,147819.96,12452.33,3.0,5.0,15.0,2.0,12.0,14.0,4.68,4.0,1.0,1205.02,37.89587600156224,328.0,No,224.6314160376116,89.43525908915676,High_spent_Large_value_payments,334.044059374466,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
May,30.0,Entrepreneur,17569.87,1216.1558333333332,7.0,3.0,19.0,6.0,24.0,19.0,14.21,12.0,1.0,1625.87,31.336002103829216,119.0,Yes,45.64725997109365,13.868342345493215,High_spent_Medium_value_payments,312.0999810167465,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
April,23.0,Teacher,90182.31,7525.1925,0.0,3.0,12.0,3.0,15.0,5.0,6.47,4.0,2.0,1283.66,32.7974262816943,187.0,No,139.39918446028773,166.12213207901868,High_spent_Medium_value_payments,696.9979334606936,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
March,31.0,Lawyer,45917.0,3714.416666666666,4.0,7.0,7.0,1.0,13.0,6.0,11.01,1.0,1.0,170.33,31.35922304489168,372.0,Yes,25.73479098063905,184.29198596032845,Low_spent_Large_value_payments,431.41488972569914,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
June,34.0,Journalist,16808.32,1276.6933333333334,0.0,7.0,10.0,2.0,12.0,3.0,1.67,3.0,2.0,582.3,34.25130753839342,206.0,No,18.7896360318844,27.320838126922933,High_spent_Large_value_payments,321.558859174526,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
February,37.0,Teacher,73985.12,6207.426666666666,6.0,5.0,27.0,5.0,27.0,21.0,16.24,8.0,2.0,1178.69,39.17103008745697,113.0,Yes,194.89083882034168,133.72800399760985,Low_spent_Medium_value_payments,127.62283927805868,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
February,24.0,Media_Manager,68926.36,5593.863333333334,8.0,9.0,34.0,6.0,47.0,24.0,24.44,12.0,0.0,1178.69,33.81701806266079,160.0,Yes,69.46323081444827,202.01120729619115,High_spent_Medium_value_payments,393.49694772777036,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
March,27.0,Developer,63648.12,5357.01,6.0,7.0,10.0,1.0,17.0,9.0,3.75,0.0,1.0,1223.86,33.04030908253916,288.0,No,26.59218596295273,487.53431640794616,Low_spent_Small_value_payments,311.57449762910113,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
August,43.0,Manager,15599.95,1024.9958333333334,10.0,9.0,21.0,9.0,44.0,21.0,26.24,12.0,0.0,1178.69,22.478088786092485,130.0,Yes,111.63699969404448,126.83930844224042,Low_spent_Small_value_payments,154.0232751970484,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
March,27.0,Entrepreneur,14458.0,1251.8333333333333,3.0,8.0,29.0,6.0,19.0,8.0,10.73,9.0,1.0,1701.54,33.049626047408445,91.0,Yes,47.8760441827213,38.800862839516725,Low_spent_Medium_value_payments,318.5064263110953,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
March,36.0,Lawyer,40883.92,3525.9933333333333,6.0,10.0,15.0,5.0,18.0,23.0,4.01,7.0,0.0,1831.87,29.29649427109273,187.0,Yes,131.52815362537774,37.68525379097919,High_spent_Large_value_payments,423.3859259169764,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
May,29.0,Architect,37827.77,3116.314166666666,4.0,1.0,5.0,3.0,9.0,10.0,5.960000000000001,2.0,2.0,271.88,34.76672403166701,385.0,No,91.6368839965363,157.75449788555167,High_spent_Small_value_payments,322.24003478457865,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
March,44.0,Lawyer,9735.115,695.2595833333335,7.0,5.0,16.0,7.0,37.0,13.0,23.85,7.0,0.0,3500.59,32.94142570990053,13.0,Yes,53.89565261827463,76.62469237313104,Low_spent_Small_value_payments,229.00561334192764,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
August,23.0,Journalist,76230.76,6001.309343328458,6.0,10.0,31.0,3.0,35.0,16.0,18.93,14.0,2.0,1961.73,28.36663994299079,246.0,Yes,327.91524655418704,53.257460600571406,High_spent_Large_value_payments,633.0376161834503,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
February,40.0,Doctor,68529.92,6000.826666666668,10.0,10.0,18.0,7.0,34.0,18.0,17.99,12.0,1.0,2643.57,32.32212113095747,165.0,Yes,318.1943615136928,268.4400041431268,Low_spent_Large_value_payments,283.448301009847,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
April,44.0,Lawyer,18897.13,1345.7608333333335,9.0,7.0,32.0,8.0,33.0,23.0,26.39,10.0,0.0,3351.81,31.724719762452143,122.0,Yes,87.47634547871667,52.55523504522626,Low_spent_Small_value_payments,284.54450280939045,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
February,24.0,Media_Manager,18735.98,1345.7608333333335,6.0,9.0,20.0,3.0,23.0,20.0,9.54,8.0,1.0,1505.0,28.727355035889893,114.0,Yes,37.32814249478467,13.287147113892086,High_spent_Large_value_payments,367.0178770579899,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
August,48.0,Manager,140731.72,10190.249318889946,8.0,6.0,11.0,3.0,30.0,18.0,8.25,3.0,1.0,125.46,30.35430189234048,258.0,Yes,69.46323081444827,133.72800399760985,Low_spent_Medium_value_payments,275.86405214505277,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
July,18.0,Entrepreneur,7106.15,592.1791666666667,6.0,5.0,29.0,3.0,36.0,21.0,3.66,7.0,0.0,2688.12,27.05939128934329,232.0,No,9.575854756288654,19.88840991413645,Low_spent_Large_value_payments,299.7536519962416,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
January,45.0,Engineer,28828.86,2631.405,7.0,7.0,19.0,8.0,24.0,22.0,19.11,11.0,0.0,2982.96,31.922740348554164,71.0,Yes,144.03868906888604,469.10249514204605,Low_spent_Large_value_payments,283.3909927184165,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
